text,cleaned_text,label
"My 60s something father gave me this book. I am a 45-year-old middle-class man with a 6-year-old son using my wife's account. I don't understand for whom this book is written. It is full of painfully obvious advice such as ""Don't play with your food"" or ""Do not throw golf clubs... in anger."" Anyone raised in America (presuming that is the author's intended audience) who doesn't already understand these things and take them to heart isn't going to be interested in reading about them in a book, if they can even read. Chapter 15 deals with Staring and differences where the author admonishes: ""Do not repeat racist, sexist or ethnic jokes or tolerate them in your presence."" If you were not a racist you would obviously already understand and agree with this. If you are, this book isn't going to change your attitude and you would probably want to burn it. I found this book useless for any reasonably sophisticated person unless you happen to be from a third world country or another planet. If the book was intended to teach good manners to the unsophisticated, dream on! I think the author has a Professor Henry Higgins Jones. I am also concerned about my father's opinion of me, I mean ""Do not expect a child to endure a lengthy shopping trip unless it is to a toy or candy store."" Duh",60 something father gave book 45 year old middle class man year old son using wife account not understand book written full painfully obvious advice not play food not throw golf club anger anyone raised america presuming author intended audience not already understand thing take heart not going interested reading book even read chapter 15 deal staring difference author admonishes not repeat racist sexist ethnic joke tolerate presence not racist would obviously already understand agree book not going change attitude would probably want burn found book useless reasonably sophisticated person unless happen third world country another planet book intended teach good manner unsophisticated dream think author professor henry higgins jones also concerned father opinion mean not expect child endure lengthy shopping trip unless toy candy store duh,0
"I bought the ADS upconverter because I bought a HDTV only to find out that my cable co. didn't offer HDTV and after 3 failed attempts to switch to a satellite provider that did offer HDTV (too many trees around my house).  I wasn't expecting the upconverter to magically turn my standard signals into an amazing HDTV picture, but for $550+ I was expecting the upconverter to do something that was actually noticable.  When I first turned in on I asked my wife to look at the picture and tell me what she thought.  She looked at the TV and said okay I'm ready turn it on.  I said &quot;it IS ON!!&quot; This is pretty much the reaction I had also when I looked at it.  The image I got for my digital cable was certianly different, but that's all it was, different.  It was NOT noticably better.  In fact, in some instances I though the picture was worse.  I called ADS tech support and they kept insisting I try it with my DVD because that is what the product is best for (even though that's not what I got it for).  So I did and to be honest I really preferred the picture I got directly from my DVD over the picture I got after running it thru the upconverter.  It didn't matter what display format I put it in it just didn't do anything to improve the picture.  Save your money.  If you can't get HDTV don't expect this box to give you anything close to the next best thing",bought ad upconverter bought hdtv find cable co not offer hdtv failed attempt switch satellite provider offer hdtv many tree around house not expecting upconverter magically turn standard signal amazing hdtv picture 550 expecting upconverter something actually noticable first turned asked wife look picture tell thought looked tv said okay ready turn said quot quot pretty much reaction also looked image got digital cable certianly different different not noticably better fact instance though picture worse called ad tech support kept insisting try dvd product best even though not got honest really preferred picture got directly dvd picture got running thru upconverter not matter display format put not anything improve picture save money not get hdtv not expect box give anything close next best thing,0
"Over the years I managed a staff, I grew concerned about the ignorance of basic business behavior among employees.  Asking a new staff member to read a book like this might head off some future conflicts.  Worth a try... maybe even highlight some sections that you feel are most important",year managed staff grew concerned ignorance basic business behavior among employee asking new staff member read book like might head future conflict worth try maybe even highlight section feel important,1
"I used to sell cutlery and own a range of knives myself, so I have tried many cutlery products from many different brands. In 2003, I bought these Calphalon Contemporary shears since I did not own a pair of shears. Before I purchased these, I tried a pair of Henckels Twinshear kitchen shears, and felt that they were not as strong and sharp as I would have liked. I was a little worried about the quality of these shears since they were made in China rather than in Germany or Japan, even though newer brands such as Calphalon and Furi are now making far better cutlery than has ever before been made in China. After over a year of using these, I am quite impressed with them. The handles are very comfortable, and the blades are stronger and sharper than the aforementioned Henckels shears. Most impressively, the blades show very little wear, despite the fact I have certainly used them quite often. Also, the handles on these are far better compared to those on the Calphalon Traditional and Stainless shears. In conclusion, I would definitely recommend these to anyone looking for a top-quality, reasonably priced set of kitchen shears",used sell cutlery range knife tried many cutlery product many different brand 2003 bought calphalon contemporary shear since not pair shear purchased tried pair henckels twinshear kitchen shear felt not strong sharp would liked little worried quality shear since made china rather germany japan even though newer brand calphalon furi making far better cutlery ever made china year using quite impressed handle comfortable blade stronger sharper aforementioned henckels shear impressively blade show little wear despite fact certainly used quite often also handle far better compared calphalon traditional stainless shear conclusion would definitely recommend anyone looking top quality reasonably priced set kitchen shear,1
"This FM transmitter is the bomb diggiti!!  

PROS:  The clarity it great and the fact that it has a long neck makes it the best!  

PROS:  If you own a Chyrsler PT Cruiser, you will love this device.  The neck brings the IPod even with the top of the steering column.  So it right into view on the right.  You don't have to look down or fumble for you I-Pod in between the seats.  

PROS:  Very stable once it is in the outlet.

PROS:  GREAT reception!

CONS:  Would be nice if it had a on/off switch on the base for those outlets that stay on even when the car is off.  The green light on the device my attract unwanted attention.

CONS:  I have to take off my protector everytime I use the IPod in my car",fm transmitter bomb diggiti pro clarity great fact long neck make best pro chyrsler pt cruiser love device neck brings ipod even top steering column right view right not look fumble pod seat pro stable outlet pro great reception con would nice switch base outlet stay even car green light device attract unwanted attention con take protector everytime use ipod car,1
"I read all of the reviews here and thought these would be the best option for easy transport AND low ambient sound i-pod headpohones without breaking the bank (I'm on a plane frequently). I wanted something that I wouldn't cry over breaking or losing during my many travels. I found that the uneven cord lengths are very irritating- especially if you like to use only one plug (like maybe at your desk at work). The weight of the shorter cord pulls on the longer cord and it is quite uncomfortable- even when sitting still. So then I thought these will be great workout headphones (won't be upset if I break or lose them), HOWEVER, the cords produce noise in the ear pieces everytime they rub on your clothing or your hand. The effect is very loud and disruptive to your music listening experience (even when you are sitting stationary at your desk). It is similar to wearing a stethescope, which defeats the point of wearing in-the-ear headphones (which are supposed to reduce the ambient noise). I do not recommend these headphones, because of this stethescope effect- I could get over the uneven cord lengths for certain uses (they are after all designed to wear behind the head). I'm on the hunt for better quality headphones",read review thought would best option easy transport low ambient sound pod headpohones without breaking bank plane frequently wanted something would not cry breaking losing many travel found uneven cord length irritating especially like use one plug like maybe desk work weight shorter cord pull longer cord quite uncomfortable even sitting still thought great workout headphone not upset break lose however cord produce noise ear piece everytime rub clothing hand effect loud disruptive music listening experience even sitting stationary desk similar wearing stethescope defeat point wearing ear headphone supposed reduce ambient noise not recommend headphone stethescope effect could get uneven cord length certain us designed wear behind head hunt better quality headphone,0
The temperature markings on this thermometer are not protected!  Over time the markings get occluded by grease and if you try to wash the grease off the markings come with it. This means the thermometer has a short life span for people who rely on the markings for anything (which granted is not everyone).  Last time I buy an oven thermometer in which the markings don't sit behind a glass face!,temperature marking thermometer not protected time marking get occluded grease try wash grease marking come mean thermometer short life span people rely marking anything granted not everyone last time buy oven thermometer marking not sit behind glass face,0
"I bought this phone for a work-at-home situation.  I then discovered that the maximum number of characters I could enter into  a speed dial entry (the number itself, not the name) is 24 characters.  A telephone calling card number is 25 characters long, 26 if you program a pause (a space, for this phone) between the phone number and the card id/pin.  When I called Polycom about it, I was told that not everyone uses calling cards.  Funny.  I've been issued a calling card at every company for which I've worked (going back 25 years).  This is the only phone I've ever owned (well, since the 80's) into which I could not program my calling cards.  Pretty basic stuff for product marketing and development people to miss.

On top of that, when I try and enter the calling card number and card id by hand, it never ""takes"" on the first try: the network doesn't recognize the card id and pin the first time I enter them.  I have to do it twice (I've tried this a number of times, and it's consistent).

For that matter, the sound quality, especially through the headset (also purchased from polycom) is not that good.  Of course, that could be because the headset jack is ""loose.""  You can easily move the jack from side to side, which makes the sound quality even worse. 

I regret having made this purchase.  I'm going to scrap it and look for a new one from a different manufacturer.  The only reason I gave it one star is because the site interface here won't let me give it no stars",bought phone work home situation discovered maximum number character could enter speed dial entry number not name 24 character telephone calling card number 25 character long 26 program pause space phone phone number card id pin called polycom told not everyone us calling card funny issued calling card every company worked going back 25 year phone ever owned well since 80 could not program calling card pretty basic stuff product marketing development people miss top try enter calling card number card id hand never take first try network not recognize card id pin first time enter twice tried number time consistent matter sound quality especially headset also purchased polycom not good course could headset jack loose easily move jack side side make sound quality even worse regret made purchase going scrap look new one different manufacturer reason gave one star site interface not let give no star,0
"*Warning: Spoiler*
I cannot believe people, excuse me, some women are giving this movie four and five stars. 
Interesting premise,and it could have been a good, believeable movie-- but it was sooo syrupy. If this is what it's like to be in love, please somebody shoot me(note: I've been in real love for 27 years now.) I got through the movie and probably would have given the movie a 3 and a half until the very end. Why the blankity-blank-blank does somebody always have to die at or near the end for the movie to be a ""good movie""?
I felt like I was drowning in estrogen by the time the movie was over. Wouldn't it have been more intriquing to leave the movie somehow pondering how this new love was going to all work out? That, at least, would have made the movie more intriquing, believeable and redeeming. If ever a movie was made to force tears, this is it. 
This movie stinks and I don't mind telling you so--and it's not just because I'm a man either. Imo, there's not much difference between this movie and a stupid, blatant Steven Segall movie where testosterone is promenaded around like it's the elixir of heaven. Same coin, different sides.
  The movie should be given a ""one""--no a ""negative one"" just for the stupid ending, but other redeeming factors make it a ""two."" Still not worth seeing--i.e., unless you're into infuriating yourself.

**  Note: Even my wife and daughter--both chick-flick connousiours--hate this movie.I haven't checked yet, but I think my dogs do too.**

  Another note: These two good actors needed a better movie. See Ryan in the superb ""Courage Under Fire"", or the Jim Morrison movie, or ""When Harry Met Sally""--which I don't categorize as a ""chick flick"" but as a good romantic comedy,i.e., not contrived",warning spoiler not believe people excuse woman giving movie four five star interesting premise could good believeable movie sooo syrupy like love please somebody shoot note real love 27 year got movie probably would given movie half end blankity blank blank somebody always die near end movie good movie felt like drowning estrogen time movie would not intriquing leave movie somehow pondering new love going work least would made movie intriquing believeable redeeming ever movie made force tear movie stink not mind telling not man either going not much difference movie stupid blatant steven segall movie testosterone promenaded around like elixir heaven coin different side movie given one no negative one stupid ending redeeming factor make two still not worth seeing unless infuriating note even wife daughter chick flick connousiours hate movie not checked yet think dog another note two good actor needed better movie see ryan superb courage fire jim morrison movie harry met sally not categorize chick flick good romantic comedy not contrived,0
"I've seen this movie on TV a few years ago, but it just wouldn't leave my mind, so I ordered the DVD.
It's one of those movies you won't forget, because everyone of us has some kind of 'coach', as Mitchell calls it.
Morrie is a great coach, and if you watch this movie, you will see why it is so heartbreaking. An old, wise man, a long lost friend, who teaches the last course in his life. At home. One student.
A must have seen",seen movie tv year ago would not leave mind ordered dvd one movie not forget everyone u kind coach mitchell call morrie great coach watch movie see heartbreaking old wise man long lost friend teach last course life home one student must seen,1
This was the first book by Danielle Steele that I have read and it will be the last I read by her. I was truly disappointed and believe she is a highly over-rated author. The story was VERY drawn out and I caught myself dozing off a few times because the book was so boring. If you want to fall asleep quick then this is the book for yo,first book danielle steele read last read truly disappointed believe highly rated author story drawn caught dozing time book boring want fall asleep quick book yo,0
"Peter Sellers as well as Peter O'Toole and all the beautiful women: Capucine, Romy Schneider, etc, make ot his movie an extraordinary satire of the 60's. Was really that world that mad? Of course! You couldn't stand life without a psychonalist. Thus, the film reflects precisey that. The lack of self-confidence, the incapacity of accepting the values of that decade, till -happy ending, of course- O'Toole and Schneider get married and lived happily everafter. And everybody has surpassed their personal crises. Good for the movie. The humour is just wonderful. I recommend it most enthusiasticall",peter seller well peter toole beautiful woman capucine romy schneider etc make ot movie extraordinary satire 60 really world mad course could not stand life without psychonalist thus film reflects precisey lack self confidence incapacity accepting value decade till happy ending course toole schneider get married lived happily everafter everybody surpassed personal crisis good movie humour wonderful recommend enthusiasticall,0
"I usually read Stephen King for his interesting ideas and imagery and expect his books to read fast and well. I've read three previous King books that have had the occasional long passages with overstated depictions of horror, doom, and grotesquery in order to immerse his readers into the tone of his story.  This one takes the cake because what is meant to read as terror and horror is really ridiculous and unimaginative. And this is exactly what ""Insomnia"" is. This isn't a spoiler, just the author's note: at the end of the book we read Sep. 10, 1990- Nov 10, 1993- three years in which King took to write this book.  Three years which were evidently wasted.

The other King books I've read were engrossing for their characterizations and character identification.  ""Insomnia's"" Ralph Roberts is certainly a character the reader could identify with.  He is strong, kind, has traditional gentlemanly views on aiding women in distress and regards them as beautiful and respectable. His counterpart Lois Chasse doesn't come across as identifiable. Instead she serves as a  secondary character who has no real flair or identity other than being in love with Ralph. King doesn't usually do that with his secondary characters.  Other characters with much smaller roles in this book come across as real and identifiable, like Ed and Helen Deepenau, the three bald doctors, and Ralph's numerous confidantes.

Then there's the whole abortion mess. This central political issue crumbles midway thru and seems to serve no purpose at all in the story. Though King does provide an interesting and seemingly objective commentary on the issue via Detective Leydecker (albeit with a tranparently pro-choice slant), it serves no relevance to the theme of the story but just hangs there on display used for no more than a story device.  

I gave the book two stars because I am an inspiring writer and reading this provided me with some of the devices that are important to utilize as part of a writer's arsenal. The devices were obvious and all thru the reading I asked myself, 'How is King going to get through this?' His weapon of choice was most often Ralph Robert's narration (via third person) that analyzed the events of the story and interpreted its meaning and significance. It seemed whenever King was in trouble in the story, he would use Ralph as his solution and let him think it out and guide it for him. This is a useful tool for a beginning writer, but King used it as a crutch to tell a story that had no pulse from the beginning.

One last thing, the villians just don't work. They are not frightening, they are not demonic, they are not vicious or malign. Three little bald doctors with scalpels and scissors? Their defining characteristics are being small and bald- does that really frighten anyone? The real villian among them dances around and jump ropes to reveal his evil madness. Then there's the Crimson King, the evil supernatural mastermind we read about from page 100 who finally enters the story on page 550 as a Catfish in one of the most terrible, anti-climactic scenes ever rendered.  I rest my case.",usually read stephen king interesting idea imagery expect book read fast well read three previous king book occasional long passage overstated depiction horror doom grotesquery order immerse reader tone story one take cake meant read terror horror really ridiculous unimaginative exactly insomnia not spoiler author note end book read september 10 1990 nov 10 1993 three year king took write book three year evidently wasted king book read engrossing characterization character identification insomnia ralph robert certainly character reader could identify strong kind traditional gentlemanly view aiding woman distress regard beautiful respectable counterpart lois chasse not come across identifiable instead serf secondary character no real flair identity love ralph king not usually secondary character character much smaller role book come across real identifiable like ed helen deepenau three bald doctor ralph numerous confidante whole abortion mess central political issue crumbles midway thru seems serve no purpose story though king provide interesting seemingly objective commentary issue via detective leydecker albeit tranparently pro choice slant serf no relevance theme story hang display used no story device gave book two star inspiring writer reading provided device important utilize part writer arsenal device obvious thru reading asked king going get weapon choice often ralph robert narration via third person analyzed event story interpreted meaning significance seemed whenever king trouble story would use ralph solution let think guide useful tool beginning writer king used crutch tell story no pulse beginning one last thing villians not work not frightening not demonic not vicious malign three little bald doctor scalpel scissors defining characteristic small bald really frighten anyone real villian among dance around jump rope reveal evil madness crimson king evil supernatural mastermind read page 100 finally enters story page 550 catfish one terrible anti climactic scene ever rendered rest case,0
"It's great, if it works!!!  After keep exchanging it over and over, I gave up the 5th time. First time, spray didn't work, second time, power steam button didn't release the steam, third time, it was too strong fabric got stock underneath the iron and I couldn't clean the iron, fourth time, steam problem again, fifth time, steam problem again. Poorly tested product. I would've been really happy to keep it, if it was working properly. It actually had all the features I was looking for. Too bad for Rowenta for not testing their products properly.",great work keep exchanging gave 5th time first time spray not work second time power steam button not release steam third time strong fabric got stock underneath iron could not clean iron fourth time steam problem fifth time steam problem poorly tested product would really happy keep working properly actually feature looking bad rowenta not testing product properly,0
I love garlic and this has been the best garlic press. I've use this almost every day for the last 6 months and it still works and looks great! It's definately worth the money,love garlic best garlic press use almost every day last month still work look great definately worth money,1
"I spoke with customer service rep at 800-283-1311.  Devices have a one-year warranty.  I stated that I sent in the Registration card, and asked if she would look up the purchase date.  She said no, ""Registration and Warrany are in different departments.""

She asked me to hold, and came back on the line stating that since this model originally sold in 2003, my unit went off warranty in 2004 unless I have the invoice.  I called back about an hour later, after finding the invoice, and got the same customer service rep.  She recognized me and belittled me for calling back and said unless I have a question, there's nothing they can do.  I stated that I found the invoice as requested and she asked me to fax it to her.  I did that, so far no response.  We'll see if they replace the unit or not.

Just an FYI...after the one-year warranty, there are no options. The do not offer parts or service after the one-year warranty",spoke customer service rep 800 283 1311 device one year warranty stated sent registration card asked would look purchase date said no registration warrany different department asked hold came back line stating since model originally sold 2003 unit went warranty 2004 unless invoice called back hour later finding invoice got customer service rep recognized belittled calling back said unless question nothing stated found invoice requested asked fax far no response see replace unit not fyi one year warranty no option not offer part service one year warranty,0
"Simply put, it doesn't work. Well, perhaps it can work on some types of fabrics/garments in very specific (or limited) situations, but it didn't work on mine. 

You can't manage to get a continuous flow of steam, even if you keep on pumping the button frequently (what it doesn't support, as a matter of fact, because there's a limit of bursts of steam it can shoot out in a row before ""reloading""). 

I returned it to seller (Brand Variety, that refunded me without problems, no question asked).

Not recommended",simply put not work well perhaps work type fabric garment specific limited situation not work mine not manage get continuous flow steam even keep pumping button frequently not support matter fact limit burst steam shoot row reloading returned seller brand variety refunded without problem no question asked not recommended,0
"when i purchased this plan it was for a tv between $1000 and 1499.99.
new contract claims that my purchase had to be under $1000 so they will NOT honor it. this means i do not have an extended warranty.
i either want this warranty for the price that was agreed upon or a full refund.
i'm happy i found out about this problem before i needed the warranty.",purchased plan tv 1000 1499 99 new contract claim purchase 1000 not honor mean not extended warranty either want warranty price agreed upon full refund happy found problem needed warranty,0
"Vol. 3 marks a new low for Family Guy: A season that started out strong but ended very ""OH my god, I was so shocked by that hahahahaha"". It seems to be riding on it's laurels, so to speak, and it's almost as if we are supposed to find the characters acting differently funny. I don't like it, and I think it's been reduced to recent Simpson quality. Meanwhile, the DVD has a few commentaries (I'd like to point out that the competition Simpson DVD's have commentaries on every episode, same with Futurama...)Some sub-par special features. The biggest problem here is that the first two discs are single-layer, which means four episodes per disc, as opposed to the traditional seven. We only get thirteen episodes of crap, and maybe we should be grateful, but all in all, whatever.

Raoul Duke",vol mark new low family guy season started strong ended oh god shocked hahahahaha seems riding laurel speak almost supposed find character acting differently funny not like think reduced recent simpson quality meanwhile dvd commentary would like point competition simpson dvd commentary every episode futurama sub par special feature biggest problem first two disc single layer mean four episode per disc opposed traditional seven get thirteen episode crap maybe grateful whatever raoul duke,0
"I will be brief: Penroses writing is mediocre, his drawings obfuscate more than clarify.
The vast majority of the book is devoted to completely and utterly extraneous topics, and seems to largely be a platform for Penroses new quantum theories.
His arguments are unclear, weak and largely dependent on philosphers like Lucas and Searle, while his idea of quantum effects is improbable and surely in the end irrelevant (cannot computers tap into quantum effects?) and his knowledge of computer science deeply, deeply suspect.
For example, I quote here from the final sections which actually have something to do with his ostensible reason for writing the book: 
""Neverthless, one still might imagine some kind of natural selection process being effective for producing approximately valid algorithms. Personally, I find this very hard to believe, however.""
The entire flourishing, commercially succesful field of evolutionary computing begs to differ here, Mr. Penrose. SUch bonehead errors compells me to point out that this mathematician has no clothes",brief penroses writing mediocre drawing obfuscate clarify vast majority book devoted completely utterly extraneous topic seems largely platform penroses new quantum theory argument unclear weak largely dependent philosphers like lucas searle idea quantum effect improbable surely end irrelevant not computer tap quantum effect knowledge computer science deeply deeply suspect example quote final section actually something ostensible reason writing book neverthless one still might imagine kind natural selection process effective producing approximately valid algorithm personally find hard believe however entire flourishing commercially succesful field evolutionary computing begs differ mr penrose bonehead error compells point mathematician no clothes,0
"In all of the other X-men DVDs, they show very little on the couple that i like the best. Kitty and Lance. the first episode Joyride, is when Lance joins the X-men. Not everyone is pleased, but almost all are. Scott is the one who hates Lance and Doesen't believe that Lance is doing this out of truth. well when cars, jets, start mysterisoly getting very dirtty. Scott blames it all on Lance. But is it Lance or is someone else having the Joyride?? and Walk on the Wild Side is a episode very good towards ""Girl Power"" Jean, Boom Boom, Rouge, Magma,Kitty decide to become the BayVille Sirens. Stoping crime and Wearing Leather in the process. the other Two epsiodes are worth getting the Disc After All, any X-Men DVD is worth it",men dvd show little couple like best kitty lance first episode joyride lance join men not everyone pleased almost scott one hate lance doesen believe lance truth well car jet start mysterisoly getting dirtty scott blame lance lance someone else joyride walk wild side episode good towards girl power jean boom boom rouge magma kitty decide become bayville siren stoping crime wearing leather process two epsiodes worth getting disc men dvd worth,1
"In terms of sound quality, noise cancelling, and general comfort - thise headphones are top of the line. I absolutely love the way the sound and the ammount of noise cancelling that they provide. I used them regularly when mowing the lawn and when flying, and I always recieved the highest quality sound and noise cancelleation. I was even able to listen to drum-n-bass while mowing the lawn and hear all of the appropriate frequencies on the low end. 

However... inside of 6 months, I have gone through 2 pairs of these headphones because the right ear headphone has gone out on them. The worst part is - I can't even begin to imagine why it goes out. I keep my heaphones in a locked cabinet in my office every night. Last friday, I placed back into the nice little carry bag that they come with, and placed them into this cabinet. This morning when I pulled them out for use, the right ear bud is out again... no physical damage is apparent anywhere on the headphones, and there is not a broken wire anywhere. In fact, the wiring is perfectly fine and still functional. It is the physical earbud - the hard plastic peice - that has gone out. If i squeeze the earbud hard enough, it will turn on again. 

Something inside of the earbud is obviously designed improperly and I would highly recommend that noone purchase these headphones because of this",term sound quality noise cancelling general comfort thise headphone top line absolutely love way sound ammount noise cancelling provide used regularly mowing lawn flying always recieved highest quality sound noise cancelleation even able listen drum bass mowing lawn hear appropriate frequency low end however inside month gone pair headphone right ear headphone gone worst part not even begin imagine go keep heaphones locked cabinet office every night last friday placed back nice little carry bag come placed cabinet morning pulled use right ear bud no physical damage apparent anywhere headphone not broken wire anywhere fact wiring perfectly fine still functional physical earbud hard plastic peice gone squeeze earbud hard enough turn something inside earbud obviously designed improperly would highly recommend noone purchase headphone,0
The 50G is the successor to the HP 49G. They both accept only a maximum of 1GB SecureDigital flash cards since they only have an approximate 1GB operating system file address space. Only about  0.9GB of the SecureDigital flash cards (a little more on the HP 49G than on the HP 50G) are accessible. The manuals only vaguely state that they recognice FAT16 and FAT32 SecureDigital flash cards. The HP 50G has a black case with a black metallic faceplate. The white and orange shift key labels on the metallic black faceplate have much better contrast and are easier to distinguish than the HP 49G red (or tomato) and turquiose shift key labels on the tan anodized faceplate. The black HP 50G looks tastefully geared for serious users. They still have no display backlighting or a color display. The HP 50G keyboard feels a little more compliant than the HP 49G but it would be nicer if they were as buttery smooth as the original early 1970's series of the HP hand held calculators,50g successor hp 49g accept maximum 1gb securedigital flash card since approximate 1gb operating system file address space 9gb securedigital flash card little hp 49g hp 50g accessible manual vaguely state recognice fat16 fat32 securedigital flash card hp 50g black case black metallic faceplate white orange shift key label metallic black faceplate much better contrast easier distinguish hp 49g red tomato turquiose shift key label tan anodized faceplate black hp 50g look tastefully geared serious user still no display backlighting color display hp 50g keyboard feel little compliant hp 49g would nicer buttery smooth original early 1970 series hp hand held calculator,1
"I picked these speakers up because the price was right and they sounded great in the store. But I get them home to my quiet house and lo and behold the subwoofer constantly hums. I'm not an audiophile and therefore not overly particular about sound... other than this annoying hum from the subwoofer. Since these are set up in my home office where I spend a lot of time reading, I find this humming far too distracting. Although the price is good, I'd prefer to pay a little more just to omit the subwoofer's constant hum.

I'm returning these speakers today and will shop around for another set",picked speaker price right sounded great store get home quiet house lo behold subwoofer constantly hum not audiophile therefore not overly particular sound annoying hum subwoofer since set home office spend lot time reading find humming far distracting although price good would prefer pay little omit subwoofer constant hum returning speaker today shop around another set,0
"One of the worst movies i've ever seen, no real plot and acting is as bad as it can get. Not even Samuel Jackson's appearance saves this sorry excuse for a movie. Horrible. Awful",one worst movie ever seen no real plot acting bad get not even samuel jackson appearance save sorry excuse movie horrible awful,0
"I was disappointed with this novel which is set in my hometown of Chicago.  I had hoped that the author would have taken advantage of this setting, but it really seemed as if he had just read one of our gay newspapers and pulled out a few names to function as place names.  The plot is trite as are most of the characters.  Characters change their ""stripes"" at the drop of a hat.  The book has a certain fairy tale, and they lived happily ever after quality that I found really disconcerting.  I would have been more ""satisfied"" if Dean (the main character) had turned out to be an ax murderer!  Just kidding of course or am I?  If you can pick this book up used for a couple of bucks, okay but don't you pay a penny more",disappointed novel set hometown chicago hoped author would taken advantage setting really seemed read one gay newspaper pulled name function place name plot trite character character change stripe drop hat book certain fairy tale lived happily ever quality found really disconcerting would satisfied dean main character turned ax murderer kidding course pick book used couple buck okay not pay penny,0
"This tepid,disappointing sequel is far better than Beyond the Re-Animator but dosen't equal a good sequel to the excellent original. Dr.Herbert West and his friend Dan re-animate dead bodies and when Dan's girlfriend is dying she is re-animated just like Bride of Frankenstein. The gore effects are good including the crawling eyeball but the movie becomes tedious and more predictable as it goes along. The new director Brian Yuzna does a good job taking over Stuart Gordon but this movie fails to entertain and make watchable that this looks like a Sci/Fi channel movie that would debut on TV and the movie is just disappointing compared to the first with a new cast(Except Jeffrey Combs and Bruce Abbott),lower production values and lower budget,and tepid to atrocious acting. If you seen the first your not missing much but for some reason you can recommend this instead of Beyond the Re-Animator.",tepid disappointing sequel far better beyond animator dosen equal good sequel excellent original dr herbert west friend dan animate dead body dan girlfriend dying animated like bride frankenstein gore effect good including crawling eyeball movie becomes tedious predictable go along new director brian yuzna good job taking stuart gordon movie fails entertain make watchable look like sci fi channel movie would debut tv movie disappointing compared first new cast except jeffrey comb bruce abbott lower production value lower budget tepid atrocious acting seen first not missing much reason recommend instead beyond animator,0
We wanted to rid our kitchen of the microwave for health reasons but still have a fast way to get hot water. I never dreamed any small appliance could be this great. Water comes to a rolling boil far faster than the microwave was ever able to do. We liked this so well we bought a second one for the lower level of our home,wanted rid kitchen microwave health reason still fast way get hot water never dreamed small appliance could great water come rolling boil far faster microwave ever able liked well bought second one lower level home,1
"This is truly a disappointing book.  It starts incredibly slowly and I found it very hard to become interested in the plot.  Another disappointment is Koontz's recycling of elements from other novels: (1) plucky, highly intelligent disabled girl (the young female protagonist in ""The Hideaway"" had almost identical deformities and personality), (2) devoted, super-powered canine companions, (3) bad guys driving around in ultra pimped-out RVs, and (4) evil bioethicists.

The Leilani character is patently ridiculous.  She conveniently has a genius IQ, but that does not make the absurdly adult manner in which she speaks any more believable.  I found it so disconcerting as to detract from the plot.  Koontz clearly has trouble writing for children, and this book is no exception.  Almost all the children featured in his books are either autistic/MR or genius wunderkinds; the latter, however, does not justify his habit of making smart children talk like genius adults.  Dean heaps the hardships on poor Leilani, with all the subtlety of an episode of Walker, Texas Ranger.  In case you miss the anvils, you are supposed to really, really like her and fear for her safety.

I don't know how or where Dean Koontz learned about bioethics, but he has a terribly misguided view of the field, taking an extreme sect of it to represent the main viewpoint of the field.  Further, he states multiple times that these eugenic bioethics principles are being taught to medical students at major universities (who will have to pay for their involvement with evil bioethics) -- as a medical student, I can assure you that this is patently untrue.  That Koontz could be so off-base on a topic that directly relates to the central motive is disconcerting and makes an already weak book even harder to swallow.

The final issue is Koontz's near-deification of dogs, particularly Golden Retrievers, which is a common motif in his more recent works.  It is ridiculous and unintentionally funny to an almost painful degree.  His obsession with dogs and their mystical powers borders on the psychotic (and I like dogs).  This novel probably features the most egregious example of Koontz's tendency to create overly sappy, sugary-sweet endings.

Dean Koontz has written many books better than this one.  Spend your money on one of his stronger efforts",truly disappointing book start incredibly slowly found hard become interested plot another disappointment koontz recycling element novel plucky highly intelligent disabled girl young female protagonist hideaway almost identical deformity personality devoted super powered canine companion bad guy driving around ultra pimped rv evil bioethicists leilani character patently ridiculous conveniently genius iq not make absurdly adult manner speaks believable found disconcerting detract plot koontz clearly trouble writing child book no exception almost child featured book either autistic mr genius wunderkinds latter however not justify habit making smart child talk like genius adult dean heap hardship poor leilani subtlety episode walker texas ranger case miss anvil supposed really really like fear safety not know dean koontz learned bioethics terribly misguided view field taking extreme sect represent main viewpoint field state multiple time eugenic bioethics principle taught medical student major university pay involvement evil bioethics medical student assure patently untrue koontz could base topic directly relates central motive disconcerting make already weak book even harder swallow final issue koontz near deification dog particularly golden retriever common motif recent work ridiculous unintentionally funny almost painful degree obsession dog mystical power border psychotic like dog novel probably feature egregious example koontz tendency create overly sappy sugary sweet ending dean koontz written many book better one spend money one stronger effort,0
"I originally placed my order with my a digital camera and this four year service plan. Three days after, I had to cancel my digital camera order for personal reasons. However the $161.80 total I spent on this warrant did not refund automatically and nor have I received a confirmation that it will be refunded. After several phone calls and emails of providing information for the requested refund. They finally tell me that it will take 8 weeks for my refund to process. That is two whole months. Horrible service I can't imagine how long it would take for them to either repair or replace my camera should it have faltered. I would not recommend this four year service plan or any other plan by N.E.W. Customer Service Companies to anyone",originally placed order digital camera four year service plan three day cancel digital camera order personal reason however 161 80 total spent warrant not refund automatically nor received confirmation refunded several phone call email providing information requested refund finally tell take week refund process two whole month horrible service not imagine long would take either repair replace camera faltered would not recommend four year service plan plan customer service company anyone,0
